No,shipment_order_no,origin_subdistrict_name,origin_postal_code,destination_subdistrict_name,destination_postal_code,min_duration,max_duration,rate_code,,,
294,TRD2022082300250,Jelambar Baru,11460,Setiamekar,17111,1,2,SIUNT,,,
295,TRD2022082300198,Jelambar Baru,11460,Sido Mulya,38768,7,11,SIUNT,,,
296,TRD2022082300172,Jelambar Baru,11460,Sinjar Bulan,31461,3,6,SIUNT,,,
297,TRD2022082300277,Jelambar Baru,11460,Siwal,57556,3,6,SIUNT,,,
298,TRD2022082300125,Jelambar Baru,11460,Skow Mabo (Skouw Mabo ),99351,4,6,SIUNT,,,
299,TRD2022082300309,Jelambar Baru,11460,Solok Bio-Bio,26271,5,9,SIUNT,,,
300,TRD2022082300242,Jelambar Baru,11460,Spaha,85563,7,12,SIUNT,,,
301,TRD2022082300224,Jelambar Baru,11460,Sukalaksana,44167,3,6,SIUNT,,,
302,TRD2022082300032,Jelambar Baru,11460,Sukamanah,16830,1,2,SIUNT,,,
303,TRD2022082300066,Jelambar Baru,11460,Sukamarga,32274,3,6,SIUNT,,,
304,TRD2022082300228,Jelambar Baru,11460,Sukasari,15118,1,2,SIUNT,,,
305,TRD2022082300078,Jelambar Baru,11460,Sukasari,17530,1,2,SIUNT,,,
306,TRD2022082300134,Jelambar Baru,11460,Sumberejo,67316,2,3,SIUNT,,,
307,TRD2022082300266,Jelambar Baru,11460,Sumber Makmur,92973,7,9,SIUNT,,,
308,TRD2022082300240,Jelambar Baru,11460,Sumberrejo,56172,1,2,SIUNT,,,
309,TRD2022082300306,Jelambar Baru,11460,Sumberwuluh,67373,3,6,SIUNT,,,
310,TRD2022082300115,Jelambar Baru,11460,Sumurgede,58162,3,6,SIUNT,,,
311,TRD2022082300273,Jelambar Baru,11460,Sundawenang,43357,2,3,SIUNT,,,
312,TRD2022082300259,Jelambar Baru,11460,Sungai Siring,75119,2,4,SIUNT,,,
313,TRD2022082300124,Jelambar Baru,11460,Taba Padang,39182,7,11,SIUNT,,,
314,TRD2022082300147,Jelambar Baru,11460,Talang Mulia/Mulya,29355,7,11,SIUNT,,,
315,TRD2022082300296,Jelambar Baru,11460,Talunjaya,41374,2,3,SIUNT,,,
316,TRD2022082300103,Jelambar Baru,11460,Tamban Baru Tengah,73583,9,11,SIUNT,,,
317,TRD2022082300307,Jelambar Baru,11460,Tamberu Barat,69262,3,6,SIUNT,,,
318,TRD2022082300192,Jelambar Baru,11460,Tanah Merah,28284,1,3,SIUNT,,,
319,TRD2022082300057,Jelambar Baru,11460,Tanah Patah,38223,1,2,SIUNT,,,
320,TRD2022082300184,Jelambar Baru,11460,Tanah Raja,97713,2,4,SIUNT,,,
321,TRD2022082300195,Jelambar Baru,11460,Tanah Tinggi,38657,5,9,SIUNT,,,
322,TRD2022082300253,Jelambar Baru,11460,Tanamodindi,94111,2,4,SIUNT,,,
323,TRD2022082300241,Jelambar Baru,11460,Tanjung Enim,31711,2,4,SIUNT,,,
324,TRD2022082300065,Jelambar Baru,11460,Tanjung Muda,21256,5,9,SIUNT,,,
325,TRD2022082300270,Jelambar Baru,11460,Tanjungsari,44182,3,6,SIUNT,,,
326,TRD2022082300234,Jelambar Baru,11460,Tanjung Senang,35136,1,2,SIUNT,,,
327,TRD2022082300152,Jelambar Baru,11460,Telukwetan,59462,3,6,SIUNT,,,
328,TRD2022082300118,Jelambar Baru,11460,Telukwetan,59462,3,6,SIUNT,,,
329,TRD2022082300060,Jelambar Baru,11460,Tikatukang,86262,9,14,SIUNT,,,
330,TRD2022082300310,Jelambar Baru,11460,Timahan,66373,3,6,SIUNT,,,
331,TRD2022082300117,Jelambar Baru,11460,Tlutup,59153,3,6,SIUNT,,,
332,TRD2022082300105,Jelambar Baru,11460,Totap Majawa,21181,7,11,SIUNT,,,
333,TRD2022082300220,Jelambar Baru,11460,Ulujami,12230,1,2,SIUNT,,,
334,TRD2022082300123,Jelambar Baru,11460,Wadumedi (Wadumeddi),85391,12,15,SIUNT,,,
335,TRD2022082300091,Jelambar Baru,11460,Wana Sari,75655,5,7,SIUNT,,,
336,TRD2022082300284,Jelambar Baru,11460,Wangkung,86592,12,15,SIUNT,,,
337,TRD2022082300130,Jelambar Baru,11460,Watunggere (Watunggera),86371,7,12,SIUNT,,,
338,TRD2022082300304,Jelambar Baru,11460,Wolowea Timur,86462,12,15,SIUNT,,,
339,TRD2022082300592,Binong,15811,16 Ulu,30117,1,2,SIUNT,,,
340,TRD2022082300433,Binong,15811,27 Ilir,30141,1,2,SIUNT,,,
341,TRD2022082300815,Binong,15811,Abadijaya,16417,1,2,SIUNT,,,
342,TRD2022082300515,Binong,15811,Abeli,93234,2,4,SIUNT,,,
343,TRD2022082300396,Binong,15811,Abeli,93234,2,4,SIUNT,,,
344,TRD2022082300621,Binong,15811,Abianbase,80515,4,7,SIUNT,,,
345,TRD2022082300735,Binong,15811,Aeramo,86472,12,15,SIUNT,,,
346,TRD2022082300769,Binong,15811,Aertembaga Dua (II),95526,7,10,SIUNT,,,
347,TRD2022082300458,Binong,15811,Ahusen,97127,2,4,SIUNT,,,
348,TRD2022082300781,Binong,15811,Aia Bangih,26573,7,11,SIUNT,,,
349,TRD2022082300673,Binong,15811,Aia Manggih,26318,4,7,SIUNT,,,
350,TRD2022082300485,Binong,15811,Airlangga,60286,1,2,SIUNT,,,
351,TRD2022082300468,Binong,15811,Akcaya,78121,3,5,SIUNT,,,
352,TRD2022082300428,Binong,15811,Alahan Panjang,27371,5,9,SIUNT,,,
353,TRD2022082300834,Binong,15811,Alolama,93112,2,4,SIUNT,,,
354,TRD2022082300684,Binong,15811,Alon Alon Contong,60174,1,2,SIUNT,,,
355,TRD2022082300721,Binong,15811,Alue Jeureujak (Jerjak),23767,3,7,SIUNT,,,
356,TRD2022082300627,Binong,15811,Alun Dua,31513,2,4,SIUNT,,,
357,TRD2022082300655,Binong,15811,Amawang/Amawaking,78361,9,12,SIUNT,,,
358,TRD2022082300445,Binong,15811,Ampang,25154,1,3,SIUNT,,,
359,TRD2022082300812,Binong,15811,Ampang,25154,1,3,SIUNT,,,
360,TRD2022082300380,Binong,15811,Ampenan Selatan,83114,4,5,SIUNT,,,
361,TRD2022082300658,Binong,15811,Amplas,20229,1,3,SIUNT,,,
362,TRD2022082300505,Binong,15811,Amplas,20229,1,3,SIUNT,,,
363,TRD2022082300523,Binong,15811,Ancol,14430,1,2,SIUNT,,,
364,TRD2022082300800,Binong,15811,Ancol,14430,1,2,SIUNT,,,
365,TRD2022082300835,Binong,15811,Anduonohu,93231,2,4,SIUNT,,,
366,TRD2022082300413,Binong,15811,Angkasapura,99113,4,6,SIUNT,,,
367,TRD2022082300409,Binong,15811,Angkasapura,99113,4,6,SIUNT,,,
368,TRD2022082300491,Binong,15811,Antang,90234,2,3,SIUNT,,,
369,TRD2022082300529,Binong,15811,Antapani Tengah,40291,1,2,SIUNT,,,
370,TRD2022082300771,Binong,15811,Antapani Tengah,40291,1,2,SIUNT,,,
371,TRD2022082300747,Binong,15811,Antasan Besar,70114,3,4,SIUNT,,,
372,TRD2022082300826,Binong,15811,Antasari Hilir,71114,7,10,SIUNT,,,
373,TRD2022082300767,Binong,15811,Antirogo,68125,2,3,SIUNT,,,
374,TRD2022082300709,Binong,15811,Ardipura,99223,4,6,SIUNT,,,
375,TRD2022082300763,Binong,15811,Ardipura,99223,4,6,SIUNT,,,
376,TRD2022082300719,Binong,15811,Ardipura,99223,4,6,SIUNT,,,
377,TRD2022082300504,Binong,15811,Ardirejo,68321,3,6,SIUNT,,,
378,TRD2022082300713,Binong,15811,Arjosari,65126,1,2,SIUNT,,,
379,TRD2022082300831,Binong,15811,Aro IV Korong,27317,5,8,SIUNT,,,
380,TRD2022082300708,Binong,15811,Asem Rowo,60182,1,2,SIUNT,,,
381,TRD2022082300642,Binong,15811,Atakkae,90915,7,9,SIUNT,,,
382,TRD2022082300679,Binong,15811,Ateuk Jawo,23245,1,3,SIUNT,,,
383,TRD2022082300845,Binong,15811,Atodopoi,93452,11,13,SIUNT,,,
384,TRD2022082300360,Binong,15811,Baamang Barat,74312,9,11,SIUNT,,,
385,TRD2022082300595,Binong,15811,Babadan,64291,2,4,SIUNT,,,
386,TRD2022082300543,Binong,15811,Babakan,45612,2,3,SIUNT,,,
387,TRD2022082300742,Binong,15811,Babakan Penghulu,40294,1,2,SIUNT,,,
388,TRD2022082300820,Binong,15811,Bada,84211,6,8,SIUNT,,,
389,TRD2022082300619,Binong,15811,Badak Anom,15560,1,2,SIUNT,,,
390,TRD2022082300383,Binong,15811,Bagan Hulu,28912,5,9,SIUNT,,,
391,TRD2022082300737,Binong,15811,Bailangu Timur,30711,2,4,SIUNT,,,
392,TRD2022082300841,Binong,15811,Bakaran Batu,21421,5,9,SIUNT,,,
393,TRD2022082300475,Binong,15811,Bakaran Batu,21421,5,9,SIUNT,,,
394,TRD2022082300431,Binong,15811,Bakunase Dua,85116,3,5,SIUNT,,,
395,TRD2022082300319,Binong,15811,Balai Sinayan Lumpo,25651,5,9,SIUNT,,,
396,TRD2022082300369,Binong,15811,Balam Sempurna Kota,28992,5,9,SIUNT,,,
397,TRD2022082300353,Binong,15811,Balandete,93517,9,11,SIUNT,,,
398,TRD2022082300408,Binong,15811,Baleharjo,55811,2,3,SIUNT,,,
399,TRD2022082300702,Binong,15811,Bale Kambang,13530,1,2,SIUNT,,,
400,TRD2022082300464,Binong,15811,Balingara,94684,9,11,SIUNT,,,
401,TRD2022082300650,Binong,15811,Baloi Permai,29431,1,2,SIUNT,,,
402,TRD2022082300332,Binong,15811,Bambu Apus,13890,1,2,SIUNT,,,
403,TRD2022082300452,Binong,15811,Bambu Apus,15415,1,2,SIUNT,,,
404,TRD2022082300416,Binong,15811,Bambu Apus,13890,1,2,SIUNT,,,
405,TRD2022082300613,Binong,15811,Bandar Baru,23126,1,3,SIUNT,,,
406,TRD2022082300381,Binong,15811,Bandar Baru,23126,1,3,SIUNT,,,
407,TRD2022082300565,Binong,15811,Bandar Kidul,64118,1,2,SIUNT,,,
408,TRD2022082300734,Binong,15811,Bangka,12730,1,2,SIUNT,,,
409,TRD2022082300364,Binong,15811,Bangunharjo,50138,1,2,SIUNT,,,
410,TRD2022082300817,Binong,15811,Bangunharjo,55188,1,2,SIUNT,,,
411,TRD2022082300821,Binong,15811,Banguntapan,55198,1,2,SIUNT,,,
412,TRD2022082300811,Binong,15811,Banguntapan,55198,1,2,SIUNT,,,
413,TRD2022082300631,Binong,15811,Banjar Kejen,67156,2,3,SIUNT,,,
414,TRD2022082300386,Binong,15811,Banjarmendalan,62212,2,3,SIUNT,,,
415,TRD2022082300681,Binong,15811,Banjarsari,68154,3,6,SIUNT,,,
416,TRD2022082300324,Binong,15811,Banjer,95125,1,3,SIUNT,,,
417,TRD2022082300648,Binong,15811,Bantargebang,17151,1,2,SIUNT,,,
418,TRD2022082300739,Binong,15811,Bantarjati,16153,1,2,SIUNT,,,
419,TRD2022082300776,Binong,15811,Bantarjati,16153,1,2,SIUNT,,,
420,TRD2022082300593,Binong,15811,Banturung,73224,2,4,SIUNT,,,
421,TRD2022082300591,Binong,15811,Banuaran,25222,1,3,SIUNT,,,
422,TRD2022082300527,Binong,15811,Banyuanyar,57137,1,2,SIUNT,,,
423,TRD2022082300696,Binong,15811,Banyuanyar,57137,1,2,SIUNT,,,
424,TRD2022082300774,Binong,15811,Banyuanyar,57137,1,2,SIUNT,,,
425,TRD2022082300488,Binong,15811,Banyumanik,50264,1,2,SIUNT,,,
426,TRD2022082300643,Binong,15811,Banyumanik,50264,1,2,SIUNT,,,
427,TRD2022082300857,Binong,15811,Banyumanik,50264,1,2,SIUNT,,,
428,TRD2022082300647,Binong,15811,Banyumanik,50264,1,2,SIUNT,,,
429,TRD2022082300810,Binong,15811,Banyumanik,50264,1,2,SIUNT,,,
430,TRD2022082300365,Binong,15811,Banyumanik,50264,1,2,SIUNT,,,
431,TRD2022082300596,Binong,15811,Banyu Urip,60254,1,2,SIUNT,,,
432,TRD2022082300628,Binong,15811,Bara-Baraya Timur,90143,2,3,SIUNT,,,
433,TRD2022082300354,Binong,15811,Bara-Baraya Timur,90143,2,3,SIUNT,,,
434,TRD2022082300508,Binong,15811,Bara-Baraya Timur,90143,2,3,SIUNT,,,
435,TRD2022082300496,Binong,15811,Baranangsiang,16143,1,2,SIUNT,,,
436,TRD2022082300661,Binong,15811,Baraya,92351,5,7,SIUNT,,,
437,TRD2022082300853,Binong,15811,Baraya,92351,5,7,SIUNT,,,
438,TRD2022082300443,Binong,15811,Bareng,65116,1,2,SIUNT,,,
439,TRD2022082300805,Binong,15811,Baru,13780,1,2,SIUNT,,,
440,TRD2022082300472,Binong,15811,Baru,94514,9,11,SIUNT,,,
441,TRD2022082300330,Binong,15811,Barumbung,91352,5,7,SIUNT,,,
442,TRD2022082300375,Binong,15811,Barumbung,91352,5,7,SIUNT,,,
443,TRD2022082300478,Binong,15811,Barurejo,68488,3,6,SIUNT,,,
444,TRD2022082300690,Binong,15811,Batang Ayumi Jae,22716,5,8,SIUNT,,,
445,TRD2022082300418,Binong,15811,Batangkaluku,92117,2,4,SIUNT,,,
446,TRD2022082300788,Binong,15811,Bategencu,94661,11,13,SIUNT,,,
447,TRD2022082300436,Binong,15811,Battembat,45153,1,2,SIUNT,,,
448,TRD2022082300531,Binong,15811,Batumas,78873,7,10,SIUNT,,,
449,TRD2022082300344,Binong,15811,Batu Merah,29452,1,2,SIUNT,,,
450,TRD2022082300638,Binong,15811,Batununggal,40266,1,2,SIUNT,,,
451,TRD2022082300387,Binong,15811,Baturan,57171,3,6,SIUNT,,,
452,TRD2022082300867,Binong,15811,Bedahan,16519,1,2,SIUNT,,,
453,TRD2022082300553,Binong,15811,Belutu,28686,5,9,SIUNT,,,
454,TRD2022082300376,Binong,15811,Bendungan Hilir,10210,1,2,SIUNT,,,
455,TRD2022082300641,Binong,15811,Bendungan Hilir,10210,1,2,SIUNT,,,
456,TRD2022082300722,Binong,15811,Bengkong Indah,29458,1,2,SIUNT,,,
457,TRD2022082300695,Binong,15811,Benoa,80361,4,7,SIUNT,,,
458,TRD2022082300541,Binong,15811,Benoa,80361,4,7,SIUNT,,,
459,TRD2022082300484,Binong,15811,Benoa,80361,4,7,SIUNT,,,
460,TRD2022082300440,Binong,15811,Benoa,80361,4,7,SIUNT,,,
461,TRD2022082300403,Binong,15811,Benoa,80361,4,7,SIUNT,,,
462,TRD2022082300639,Binong,15811,Benoa,80361,4,7,SIUNT,,,
463,TRD2022082300762,Binong,15811,Benoa,80361,4,7,SIUNT,,,
464,TRD2022082300680,Binong,15811,Bentengnge,91221,5,7,SIUNT,,,
465,TRD2022082300320,Binong,15811,Benua Anyar,70239,3,4,SIUNT,,,
466,TRD2022082300697,Binong,15811,Beo Sepang,86754,7,12,SIUNT,,,
467,TRD2022082300635,Binong,15811,Beringin,95999,7,10,SIUNT,,,
468,TRD2022082300552,Binong,15811,Beringin Raya,35158,1,2,SIUNT,,,
469,TRD2022082300674,Binong,15811,Beriwit,73911,7,10,SIUNT,,,
470,TRD2022082300751,Binong,15811,Betania,94652,11,13,SIUNT,,,
471,TRD2022082300741,Binong,15811,Binong,15811,1,2,SIUNT,,,
472,TRD2022082300451,Binong,15811,Bintara,17134,1,2,SIUNT,,,
473,TRD2022082300675,Binong,15811,Blang Jerango,24655,7,10,SIUNT,,,
474,TRD2022082300568,Binong,15811,Bojong,43281,3,6,SIUNT,,,
475,TRD2022082300789,Binong,15811,Bojong Kamal,15820,1,2,SIUNT,,,
476,TRD2022082300315,Binong,15811,Bojong Kulur,16969,1,2,SIUNT,,,
477,TRD2022082300630,Binong,15811,Bojong Kulur,16969,1,2,SIUNT,,,
478,TRD2022082300868,Binong,15811,Bolihutuo,96264,7,9,SIUNT,,,
479,TRD2022082300796,Binong,15811,Bombongan,91811,3,5,SIUNT,,,
480,TRD2022082300420,Binong,15811,Boneoge,94351,7,9,SIUNT,,,
481,TRD2022082300498,Binong,15811,Bongan (Boongan),82112,4,7,SIUNT,,,
482,TRD2022082300600,Binong,15811,Bontorannu,90126,2,3,SIUNT,,,
483,TRD2022082300736,Binong,15811,Brabasan,34598,3,6,SIUNT,,,
484,TRD2022082300818,Binong,15811,Bugis,77312,5,8,SIUNT,,,
485,TRD2022082300434,Binong,15811,Bugis,75121,2,4,SIUNT,,,
486,TRD2022082300823,Binong,15811,Bukit Duri,12840,1,2,SIUNT,,,
487,TRD2022082300714,Binong,15811,Bukit Duri,12840,1,2,SIUNT,,,
488,TRD2022082300537,Binong,15811,Bukit Pinang,75124,2,4,SIUNT,,,
489,TRD2022082300569,Binong,15811,Bukit Raya (Sepaku I),76147,12,15,SIUNT,,,
490,TRD2022082300620,Binong,15811,Bukit Tunggal,73112,2,4,SIUNT,,,
491,TRD2022082300540,Binong,15811,Bukit Tunggal,73112,2,4,SIUNT,,,
492,TRD2022082300379,Binong,15811,Bulak Banteng,60127,1,2,SIUNT,,,
493,TRD2022082300663,Binong,15811,Buliang,29438,1,2,SIUNT,,,
494,TRD2022082300545,Binong,15811,Buloa,90212,2,3,SIUNT,,,
495,TRD2022082300313,Binong,15811,Bulusan,50277,1,2,SIUNT,,,
496,TRD2022082300371,Binong,15811,Bulusan,50277,1,2,SIUNT,,,
497,TRD2022082300861,Binong,15811,Bunglai,32191,3,6,SIUNT,,,
498,TRD2022082300532,Binong,15811,Bungo Barat,37211,5,9,SIUNT,,,
499,TRD2022082300366,Binong,15811,Bungo Barat,37211,5,9,SIUNT,,,
500,TRD2022082300602,Binong,15811,Bungo Barat,37211,5,9,SIUNT,,,
501,TRD2022082300395,Binong,15811,Bungur,10460,1,2,SIUNT,,,
502,TRD2022082300686,Binong,15811,Butung,90173,2,3,SIUNT,,,
503,TRD2022082300448,Binong,15811,Cakung Barat,13910,1,2,SIUNT,,,
504,TRD2022082300740,Binong,15811,Cakung Barat,13910,1,2,SIUNT,,,
505,TRD2022082300407,Binong,15811,Cakung Barat,13910,1,2,SIUNT,,,
506,TRD2022082300558,Binong,15811,Cakung Barat,13910,1,2,SIUNT,,,
507,TRD2022082300797,Binong,15811,Candi Wates,67157,2,3,SIUNT,,,
508,TRD2022082300432,Binong,15811,Cangkoak,45652,2,3,SIUNT,,,
509,TRD2022082300859,Binong,15811,Carebbu,92776,5,7,SIUNT,,,
510,TRD2022082300748,Binong,15811,Caringin,40212,1,2,SIUNT,,,
511,TRD2022082300480,Binong,15811,Caturtunggal,55281,1,2,SIUNT,,,
512,TRD2022082300509,Binong,15811,Cemagi,80351,4,7,SIUNT,,,
513,TRD2022082300534,Binong,15811,Cemagi,80351,4,7,SIUNT,,,
514,TRD2022082300825,Binong,15811,Cempaka Putih,36134,2,3,SIUNT,,,
515,TRD2022082300388,Binong,15811,Cerme,62273,3,6,SIUNT,,,
516,TRD2022082300799,Binong,15811,Cibaduyut,40236,1,2,SIUNT,,,
517,TRD2022082300671,Binong,15811,Cicadas,40121,1,2,SIUNT,,,
518,TRD2022082300772,Binong,15811,Cikadu,43364,2,3,SIUNT,,,
519,TRD2022082300803,Binong,15811,Cikarawang,16680,1,2,SIUNT,,,
520,TRD2022082300670,Binong,15811,Cikini,10330,1,2,SIUNT,,,
521,TRD2022082300738,Binong,15811,Cilandak Barat,12430,1,2,SIUNT,,,
522,TRD2022082300683,Binong,15811,Cilandak Timur,12560,1,2,SIUNT,,,
523,TRD2022082300807,Binong,15811,Cilandak Timur,12560,1,2,SIUNT,,,
524,TRD2022082300566,Binong,15811,Cilebut Barat,16710,1,2,SIUNT,,,
525,TRD2022082300437,Binong,15811,Cilincing,14120,1,2,SIUNT,,,
526,TRD2022082300347,Binong,15811,Cilincing,14120,1,2,SIUNT,,,
527,TRD2022082300750,Binong,15811,Cilincing,14120,1,2,SIUNT,,,
528,TRD2022082300538,Binong,15811,Cimuncang,42111,1,2,SIUNT,,,
529,TRD2022082300469,Binong,15811,Cipadu,15155,1,2,SIUNT,,,
530,TRD2022082300705,Binong,15811,Cipenjo,16820,1,2,SIUNT,,,
531,TRD2022082300804,Binong,15811,Cipete Utara,12150,1,2,SIUNT,,,
532,TRD2022082300598,Binong,15811,Cipete Utara,12150,1,2,SIUNT,,,
533,TRD2022082300637,Binong,15811,Cipete Utara,12150,1,2,SIUNT,,,
534,TRD2022082300417,Binong,15811,Cipete Utara,12150,1,2,SIUNT,,,
535,TRD2022082300359,Binong,15811,Cipinang,13240,1,2,SIUNT,,,
536,TRD2022082300813,Binong,15811,Cipinang,13240,1,2,SIUNT,,,
537,TRD2022082300688,Binong,15811,Cipinang,13240,1,2,SIUNT,,,
538,TRD2022082300358,Binong,15811,Cipondoh,15148,1,2,SIUNT,,,
539,TRD2022082300640,Binong,15811,Cipondoh,15148,1,2,SIUNT,,,
540,TRD2022082300588,Binong,15811,Cipondoh,15148,1,2,SIUNT,,,
541,TRD2022082300689,Binong,15811,Ciporang,45514,2,3,SIUNT,,,
542,TRD2022082300442,Binong,15811,Citangkil,42441,1,2,SIUNT,,,
543,TRD2022082300666,Binong,15811,Citeureup,46253,3,6,SIUNT,,,
544,TRD2022082300461,Binong,15811,Curug,41371,1,2,SIUNT,,,
545,TRD2022082300363,Binong,15811,Curug,41371,1,2,SIUNT,,,
546,TRD2022082300678,Binong,15811,Dalam,23761,5,8,SIUNT,,,
547,TRD2022082300342,Binong,15811,Dayah Lb/Lt,24382,3,5,SIUNT,,,
548,TRD2022082300660,Binong,15811,Deli Tua,20144,1,3,SIUNT,,,
549,TRD2022082300572,Binong,15811,Deli Tua,20144,1,3,SIUNT,,,
550,TRD2022082300761,Binong,15811,Dendengan Dalam,95127,1,3,SIUNT,,,
551,TRD2022082300617,Binong,15811,Dermasuci,52471,3,4,SIUNT,,,
552,TRD2022082300590,Binong,15811,Derwati,40292,1,2,SIUNT,,,
553,TRD2022082300833,Binong,15811,Dolok Marlawan,21151,5,9,SIUNT,,,
554,TRD2022082300839,Binong,15811,Donggala Kodi,94226,2,4,SIUNT,,,
555,TRD2022082300450,Binong,15811,Drajat,45133,1,2,SIUNT,,,
556,TRD2022082300795,Binong,15811,Dukuh Ringin (Dukuhwringin),52419,2,3,SIUNT,,,
557,TRD2022082300351,Binong,15811,Dukuh Sutorejo,60113,1,2,SIUNT,,,
558,TRD2022082300510,Binong,15811,Dukuh Sutorejo,60113,1,2,SIUNT,,,
559,TRD2022082300720,Binong,15811,Dukuh Sutorejo,60113,1,2,SIUNT,,,
560,TRD2022082300544,Binong,15811,Duren Sawit,13440,1,2,SIUNT,,,
561,TRD2022082300550,Binong,15811,Duri Kepa,11510,1,2,SIUNT,,,
562,TRD2022082300790,Binong,15811,Ehe,95375,7,10,SIUNT,,,
563,TRD2022082300792,Binong,15811,Embong Kaliasin,60271,1,2,SIUNT,,,
564,TRD2022082300808,Binong,15811,Embong Kaliasin,60271,1,2,SIUNT,,,
565,TRD2022082300707,Binong,15811,Enggal,35118,1,2,SIUNT,,,
566,TRD2022082300585,Binong,15811,Fatubaa,85771,12,15,SIUNT,,,
567,TRD2022082300326,Binong,15811,Gajahrejo,65178,3,6,SIUNT,,,
568,TRD2022082300422,Binong,15811,Galung Maloang,91121,4,6,SIUNT,,,
569,TRD2022082300455,Binong,15811,Galung Maloang,91121,4,6,SIUNT,,,
570,TRD2022082300573,Binong,15811,Gamalama,97721,2,4,SIUNT,,,
571,TRD2022082300726,Binong,15811,Gamalama,97721,2,4,SIUNT,,,
572,TRD2022082300692,Binong,15811,Gamalama,97721,2,4,SIUNT,,,
573,TRD2022082300798,Binong,15811,Gamer,51123,2,3,SIUNT,,,
574,TRD2022082300785,Binong,15811,Gandekan,57122,1,2,SIUNT,,,
575,TRD2022082300582,Binong,15811,Gaya Baru Enam,34158,4,7,SIUNT,,,
576,TRD2022082300357,Binong,15811,Gebang Putih,60117,1,2,SIUNT,,,
577,TRD2022082300842,Binong,15811,Gebang Putih,60117,1,2,SIUNT,,,
578,TRD2022082300784,Binong,15811,Gebang Putih,60117,1,2,SIUNT,,,
579,TRD2022082300533,Binong,15811,Gebugan,50552,3,6,SIUNT,,,
580,TRD2022082300794,Binong,15811,Gebugan,50552,3,6,SIUNT,,,
581,TRD2022082300501,Binong,15811,Geuceu Komplek,23239,1,3,SIUNT,,,
582,TRD2022082300814,Binong,15811,Girian Atas,95544,5,8,SIUNT,,,
583,TRD2022082300863,Binong,15811,Glugur Kota,20115,1,3,SIUNT,,,
584,TRD2022082300787,Binong,15811,Glugur Kota,20115,1,3,SIUNT,,,
585,TRD2022082300487,Binong,15811,Gundaling II,22152,7,11,SIUNT,,,
586,TRD2022082300384,Binong,15811,Guntung Paikat,70713,5,8,SIUNT,,,
587,TRD2022082300536,Binong,15811,Gunung Elai,75311,5,7,SIUNT,,,
588,TRD2022082300577,Binong,15811,Gunung Elai,75311,5,7,SIUNT,,,
589,TRD2022082300819,Binong,15811,Gunung Sari,28471,7,11,SIUNT,,,
590,TRD2022082300392,Binong,15811,Gunung Sari Ilir,76121,1,4,SIUNT,,,
591,TRD2022082300494,Binong,15811,Hajoran,22616,5,9,SIUNT,,,
592,TRD2022082300473,Binong,15811,Hamdan,20151,1,3,SIUNT,,,
593,TRD2022082300791,Binong,15811,Hewokloang,86181,7,12,SIUNT,,,
594,TRD2022082300599,Binong,15811,Iluta,96271,9,11,SIUNT,,,
595,TRD2022082300636,Binong,15811,Imogiri,55782,1,2,SIUNT,,,
596,TRD2022082300567,Binong,15811,Jaibaru Timur,84119,6,8,SIUNT,,,
597,TRD2022082300424,Binong,15811,Jaka Mulya,17146,1,2,SIUNT,,,
598,TRD2022082300840,Binong,15811,Jaka Mulya,17146,1,2,SIUNT,,,
599,TRD2022082300779,Binong,15811,Jati Belarik,37573,5,9,SIUNT,,,
600,TRD2022082300770,Binong,15811,Jatibening,17412,1,2,SIUNT,,,
601,TRD2022082300829,Binong,15811,Jatimekar,17422,1,2,SIUNT,,,
602,TRD2022082300704,Binong,15811,Jatimulya,45262,3,6,SIUNT,,,
603,TRD2022082300629,Binong,15811,Jatipulo,11430,1,2,SIUNT,,,
604,TRD2022082300844,Binong,15811,Jatirahayu,17414,1,2,SIUNT,,,
605,TRD2022082300843,Binong,15811,Jatisari,65162,3,6,SIUNT,,,
606,TRD2022082300378,Binong,15811,Jaya,29511,5,9,SIUNT,,,
607,TRD2022082300391,Binong,15811,Jayamekar,45375,3,6,SIUNT,,,
608,TRD2022082300559,Binong,15811,Joglo,11640,1,2,SIUNT,,,
609,TRD2022082300362,Binong,15811,Joglo,11640,1,2,SIUNT,,,
610,TRD2022082300338,Binong,15811,Jurang Mangu Barat,15223,1,2,SIUNT,,,
611,TRD2022082300516,Binong,15811,Jurang Mangu Barat,15223,1,2,SIUNT,,,
612,TRD2022082300441,Binong,15811,Kacaribu,22111,4,6,SIUNT,,,
613,TRD2022082300476,Binong,15811,Kacaribu,22111,4,6,SIUNT,,,
614,TRD2022082300727,Binong,15811,Kadokan,57552,3,6,SIUNT,,,
615,TRD2022082300317,Binong,15811,Kalawat,95378,7,10,SIUNT,,,
616,TRD2022082300589,Binong,15811,Kalidawa,93662,9,11,SIUNT,,,
617,TRD2022082300539,Binong,15811,Kalideres,11840,1,2,SIUNT,,,
618,TRD2022082300667,Binong,15811,Kampung Baru,93771,9,11,SIUNT,,,
619,TRD2022082300511,Binong,15811,Kampung Baru,35149,1,2,SIUNT,,,
620,TRD2022082300430,Binong,15811,Kampung Gelgel,80716,5,9,SIUNT,,,
621,TRD2022082300453,Binong,15811,Kampung Gelgel,80716,5,9,SIUNT,,,
622,TRD2022082300870,Binong,15811,Kaobula,93721,9,11,SIUNT,,,
623,TRD2022082300524,Binong,15811,Kaobula,93721,9,11,SIUNT,,,
