No,shipment_order_no,awb_number,weight,origin_subdistrict,origin_postal_code,destination_subdistrict,destination_postal_code,rate_code
1183,TRD2023022404939,0930842300039740,1,Alang-Alang Lebar,30154,2 Ulu,30257,CTC23
1184,TRD2023022504106,0930842300039989,1,Alang-Alang Lebar,30154,1 Ilir,30117,CTC23
1185,TRD2023022707642,0930842300041233,1,Alang-Alang Lebar,30154,36 Ilir,30147,CTC23
1186,TRD2023022804763,0213382300064909,1,Sukapura,40285,Cibaduyut Kidul,40239,CTC23
1187,TRD2023030104318,0930842300042157,1,Alang-Alang Lebar,30154,13 Ilir,30123,CTC23
1188,TRD2023030204678,1028662300015255,1,Bonto Makkio,90222,Bonto Makkio,90222,CTC23
1189,TRD2023030204885,0930842300043015,1,Alang-Alang Lebar,30154,13 Ilir,30123,CTC23
1190,TRD2023030204890,0930842300043205,1,Alang-Alang Lebar,30154,Alang-Alang Lebar,30154,CTC23
1191,TRD2023030305255,1028662300015875,1,Bonto Makkio,90222,Buluroken (Bulurokeng),90243,CTC23
1192,TRD2023030305267,1028662300015941,1,Bonto Makkio,90222,Bulogading,90111,CTC23
1193,TRD2023030305639,0930842300043635,1,Alang-Alang Lebar,30154,Sako,30163,CTC23
1194,TRD2023030305816,0639232300016555,1,Ngemplak Simongan,50148,Bangetayu Kulon,50115,CTC23
1195,TRD2023030404910,0213382300067696,1,Sukapura,40285,Cisurupan,40614,CTC23
1196,TRD2023030404912,0213382300067803,1,Sukapura,40285,Cisaranten Bina Harapan,40294,CTC23
1197,TRD2023030404943,1028662300016527,1,Bonto Makkio,90222,Bonto Makkio,90222,CTC23
1198,TRD2023030405067,0930842300044559,1,Alang-Alang Lebar,30154,8 Ilir,30114,CTC23
1199,TRD2023030608748,0930842300045424,1,Alang-Alang Lebar,30154,36 Ilir,30147,CTC23
1200,TRD2023030705546,1028662300017723,1,Bonto Makkio,90222,Pa Batang,90131,CTC23
1201,TRD2023030705558,1028662300017509,1,Bonto Makkio,90222,Bonto Makkio,90222,CTC23
1202,TRD2023030805179,1028662300018259,1,Bonto Makkio,90222,Bonto Makkio,90222,CTC23
1203,TRD2023030805180,1028662300018218,1,Bonto Makkio,90222,Buluroken (Bulurokeng),90243,CTC23
1204,TRD2023030905461,0213382300070328,1,Sukapura,40285,Mekar Rahayu,40218,CTC23
1205,TRD2023031006261,1028662300019323,1,Bonto Makkio,90222,Tallo,90212,CTC23
1206,TRD2023031006427,0930842300048592,1,Alang-Alang Lebar,30154,24 Ilir,30127,CTC23
1207,TRD2023031006463,0930842300048915,1,Alang-Alang Lebar,30154,Sako,30163,CTC23
1208,TRD2023031105248,1028662300019737,1,Bonto Makkio,90222,Bulogading,90111,CTC23
1209,TRD2023031105252,1028662300019729,1,Bonto Makkio,90222,Bonto Makkio,90222,CTC23
1210,TRD2023031105405,0930842300049087,1,Alang-Alang Lebar,30154,1 Ilir,30117,CTC23
1211,TRD2023031107028,0213382300072753,1,Sukapura,40285,Cibeber,40531,CTC23
1212,TRD2023031309430,1028662300020842,1,Bonto Makkio,90222,Bulogading,90111,CTC23
1213,TRD2023031311122,0639232300023130,1,Ngemplak Simongan,50148,Bangunharjo,50138,CTC23
1214,TRD2023031511886,1028662300022491,1,Bonto Makkio,90222,Tallo,90212,CTC23
1215,TRD2023031512073,0213382300076432,1,Sukapura,40285,Cipaganti,40131,CTC23
1216,TRD2023031605625,1028662300023341,1,Bonto Makkio,90222,Buluroken (Bulurokeng),90243,CTC23
1217,TRD2023032105328,0930842300051919,1,Mesat Seni,31628,Mesat Seni,31628,CTC23
